INTERACTION INDEX	NOT TRACKED	hand soap	shampoo	conditioner	dry conditioner	facial tissue	toothpaste	baby wipes	baby oil	face lotion	body lotion	self tanner	cotton balls	cotton pads	men's deodorant	women's deodorant	moisturizer	cleansing creme	makeup remover	eye shadow	blush	bronzer	lipgloss	mascara	eyeliner	other make-up	lipstick	toiletries	perfumes 	body spray	colognes	men's body spray	aspirin	advil	other pain killers	cough remedies	cold remedies	cough syrup	throat drops	bandages	contact lens solution	digital cameras	camcorders	memory cards	camera cases	photo albums	bracelets	watches	earrings	pendants	wristwatches	rings	Birthday cards	Christmas cards	Valentines cards	Get Well cards	invitations	wrapping paper	tissue paper	bows	ribbons	hardcover books	paperback books	magazines	periodicals	music CDs	movie DVDs	movie Blu-ray	Playstation games	Playstation consoles	Playstation accessories	XBox games	XBox consoles	XBox accessories	Nintendo games	Nintendo consoles	Nintendo accessories	GameBoy games	GameBoy consoles	GameBoy accessories	GameCube games	GameCube consoles	GameCube accessories	PC games	PC consoles	PC accessories	soccer balls	hockey sticks	baseball gloves	basketball	baseball	football	treadmills	ellipticals	steppers	exercise bikes	yoga and pilates	weight training	boxing and martial arts	air hockey	billards	dart	foosball	poker and casino	table tennis	skis	fishing tackle	camping equipment	running shoes	court shoes	jerseys	team jackets	caps	ski outfits	men's suits	men's jackets	men's ties	men's dress shirts	men's dress slacks	men's coats	men's shorts	men's sweaters	men's jeans	men's t-shirts	men's outdoor jackets	women's office wear	women's suits	women's evening dresses	women's gowns	women's blazers	women's coats	women's shorts	women's sweaters	women's jeans	women's t-shirts	women's outdoor jackets	baby clothes	kid's pants	kid's tops	kid's sweaters	kid's jackets	kid's snow suits	socks	underwear	pantyhose	bras	intimate apparel	slips	nightgowns	pajamas	shoes	boots	sandals	bath and hand towels	bath rugs	beach towels	bath mirrors	bathroom scales	sink faucets	face cloths	placemats	napkins	tablecloths	bed sheets	pillowcases	comforters	duvet covers	mirrors	clocks	artwork	lamps and lighting	curtains 	blinds	cushions	vases	candles and holders	floor mats	baskets	tables	chairs	sofas	beds	dressers	desks	dishes	cutlery	kitchen gadgets	carving knives	serving trays	food storage containers	electric kettles	blenders	mixers	toasters	shavers	blow dryers	refrigerators	stoves	washers	dryers	dishwashers	air conditioners	air purifiers	fans	dehumidifiers	heaters	sewing machines	irons	televisions	DVD players	stereo components	CD players	car audio	MP3 player	iPod	telephones	cell phones	smartphones	Bluetooth	chargers	Desktop or laptop computers	iPad or other tablet	printers	monitors	cables	blank CDs and DVDs	pens	paper	calculators	file folders	binders	indoor and outdoor paint and stain	wallpaper	brushes	stencil kits	nails and screws	hand and power tools	outdoor equipment	mail boxes	plumbing and electrical supplies	door locks	water hose	soil	fertilizer	gardening tools	seeds	bulbs	patio furniture	rakes	snow shovels	sidewalk salt
jerseys	0	3	-4	3	2	5	5	3	2	-2	3	3	2	-3	4	-1	2	-1	-3	-3	-1	-2	1	-4	4	-5	-1	5	5	2	-4	2	2	5	1	4	-2	1	4	4	-2	0	5	-4	-5	5	-3	-4	2	5	0	1	5	3	-1	-4	4	-4	4	-4	3	3	-5	0	3	-3	1	-4	2	-1	-5	4	0	0	3	5	-3	-1	-1	-4	1	2	-4	3	0	-2	-2	4	-5	3	4	-1	0	-5	-4	0	-4	0	-4	4	-2	2	4	-5	5	2	-2	3	5	-4	-2	-4	-1	0	-3	0	2	-2	-2	2	3	5	-5	-4	-2	1	-1	0	-3	2	2	5	-2	-3	-4	-4	3	3	1	-1	1	1	-5	-1	-2	4	1	3	2	1	-4	3	4	3	1	0	0	2	4	0	5	0	-1	-5	1	3	-2	-4	2	-4	-1	4	-3	4	-3	-4	-4	-3	0	-3	4	2	-3	-5	-2	0	2	5	-1	5	-3	-1	-1	-3	1	3	0	-2	1	5	4	-1	-2	-1	-2	5	4	4	1	-2	-5	1	-4	-2	-2	-1	1	0	4	5	-5	1	-5	4	-5	-2	-4	-3	1	-4	0	0	4	0	-5	5	2	4	-3	1	5	-5	0	-2	-4	-1	0	0	1	5	-5
team jackets	0	5	1	-5	1	-1	-4	5	1	3	-4	-1	-1	-4	4	2	-1	3	-4	1	1	-5	5	-1	2	2	0	-5	1	0	2	2	-2	-4	0	0	5	-3	-3	-4	5	-5	2	0	0	4	-1	-1	1	-4	2	4	0	1	3	-2	4	1	2	4	2	3	-1	2	1	4	2	1	-5	-3	-5	-2	1	-5	-4	-3	-2	5	-2	-1	-1	-5	0	-4	-2	-1	5	4	4	2	3	0	0	1	4	3	-2	-4	5	0	-5	2	-1	-3	0	-5	-1	-1	0	-2	-4	5	-3	4	4	-5	3	2	-2	1	2	2	-4	1	-3	-5	-3	4	-4	-4	1	-4	4	-5	-3	5	4	-3	-1	5	5	-1	-5	-3	5	-4	1	-2	-3	3	-1	1	-3	4	4	5	4	3	5	1	4	2	4	4	4	3	1	1	-4	0	-2	-5	5	-3	-4	3	-5	4	1	-2	-2	3	4	3	2	4	3	2	-4	0	3	5	-2	-5	-5	-2	-5	-4	-2	-2	3	-5	4	-5	1	-1	4	-5	2	0	-2	3	-1	1	1	-2	-1	2	-3	-3	4	1	3	-3	-2	1	-3	-2	1	2	-3	-2	-5	5	3	5	4	2	4	-5	-5	-1	-4	-4	-2	-4	4	-4	-2	0	2
caps	0	-2	4	-2	-5	1	3	-5	2	2	-5	5	0	2	4	-2	3	-4	2	2	4	0	4	-2	1	-2	-2	2	-4	0	0	5	4	4	-5	5	-1	3	-5	5	-2	-2	4	-3	5	-5	-1	5	3	2	1	3	3	-3	-2	2	-2	4	-1	0	2	0	-2	-3	3	0	-3	-5	1	0	-4	-3	4	5	-3	4	1	-3	5	-5	5	2	0	4	-5	2	-4	-4	3	1	3	3	-2	0	-4	4	-4	5	-1	-1	-4	0	-4	2	5	1	-2	2	2	-2	-1	-3	-1	4	2	0	0	-4	5	-4	-1	5	-1	-5	-4	0	5	3	3	0	1	1	-5	5	-3	-3	2	-3	0	1	-2	-4	-2	-2	2	1	-1	1	0	3	-1	-5	2	5	2	0	3	1	-5	-1	0	0	-3	-3	-5	-1	-5	4	1	-1	1	5	2	0	-3	-4	2	1	-4	3	-1	4	-1	-2	5	3	0	-2	5	4	-4	0	5	-5	-4	5	-5	0	-4	-3	-3	-2	-4	-5	0	-2	4	4	5	4	-5	-1	1	-3	-3	-1	1	-3	1	0	2	1	2	-5	3	4	-2	-4	-4	-5	-5	1	-5	-5	-4	4	-5	1	-5	-2	0	3	-2	-3	-2	2	4	0	-1	-4	-1
ski outfits	0	4	-5	2	-2	-3	4	-4	-5	3	4	0	-3	-5	-4	5	-4	1	0	-4	2	0	4	-3	5	-1	0	0	-4	-1	3	1	1	1	0	3	-2	-3	-1	3	4	0	-1	3	1	-3	1	0	-1	-2	3	2	-3	-2	-5	5	-3	2	-5	-4	1	-2	-3	2	-3	-5	-2	2	5	5	-3	-5	0	3	4	2	-1	-1	0	0	-1	-4	-1	4	4	-4	-1	2	4	-5	5	-1	0	4	3	3	-1	4	4	-1	-4	3	-4	-1	4	1	3	3	4	0	0	4	4	0	-5	4	-2	-1	-5	1	-5	2	-3	1	0	3	-5	-3	1	0	2	2	2	-5	3	-4	-4	-3	-5	5	-4	-2	-4	-2	3	4	0	3	-5	3	1	-5	3	-3	1	2	0	5	-4	4	-4	2	-3	-3	-4	0	4	-2	4	3	-4	-3	3	1	-1	-5	5	4	5	-3	4	5	0	-4	-4	1	4	-2	3	1	0	3	0	-2	1	3	5	3	-3	-4	-3	1	-4	-3	4	2	3	2	3	5	-1	3	4	2	-5	5	3	-1	-5	-4	3	-2	-5	-3	-2	2	-4	5	-5	-4	-5	-4	-4	5	-3	4	1	-3	-3	0	-4	-1	4	-1	-4	-1	-5	2	-3	-2	5
men's suits	0	3	2	5	2	4	-2	-1	4	0	3	-1	-3	0	0	-1	-3	0	-1	-5	-5	-3	0	5	4	4	5	5	-2	-4	-5	-3	0	2	-1	-4	1	-1	-4	-3	5	-3	1	0	4	0	5	-1	3	1	5	-2	-3	-5	5	1	-3	-2	-3	-5	1	3	1	-1	5	4	-3	-1	1	1	5	1	-5	2	4	-5	0	3	5	2	-5	-3	-4	-2	4	-2	-4	3	3	-5	1	0	-1	3	-4	-3	-3	-5	-1	-3	-4	-4	4	3	3	-3	-2	-1	-3	-4	-3	4	2	-5	1	-2	-3	-2	-2	5	-3	0	-2	2	4	4	-5	4	0	0	-4	3	-1	-5	-2	1	-2	-5	3	5	1	-4	0	-1	0	-3	3	5	4	-1	4	3	2	-3	-3	0	-3	5	0	4	2	0	4	4	4	1	-3	-5	3	1	-2	-3	-3	5	-2	3	-4	2	2	3	-4	-1	2	0	0	0	-4	3	5	2	3	0	-5	-1	0	-2	-4	-4	0	-4	4	4	0	2	2	-3	3	0	5	5	-1	0	1	-3	5	-1	1	-1	4	3	0	-1	-2	-2	3	-4	-5	-3	0	-3	-5	4	-4	2	1	-4	5	-5	-5	-2	-5	4	2	4	0	4	4	4	-2	4	0
men's jackets	0	5	-1	5	-5	-4	2	0	-2	5	0	-5	1	-5	-3	-3	-4	4	-2	4	4	2	3	5	-2	0	-5	-2	-4	-5	-2	0	-2	1	4	4	2	-2	1	-5	4	-4	0	-3	-5	-4	-4	-5	2	-3	-2	-4	-1	-2	4	-5	3	0	-4	-2	1	5	4	4	-3	2	2	4	-1	1	-3	-4	-3	-4	-4	5	-4	4	3	-2	-5	-3	-2	3	3	-4	-1	-3	-1	5	1	3	-3	-3	3	-2	1	-3	2	0	-1	4	1	2	-2	0	2	0	4	0	0	-5	0	4	-2	0	-4	-5	-1	0	-3	-5	2	3	-5	0	3	-4	-3	-4	-3	0	1	0	5	2	-5	4	0	-4	-1	-1	4	4	4	-4	5	-5	-4	3	0	2	-3	2	2	-5	4	-4	-3	-4	2	5	-5	-2	-4	0	2	-1	5	2	-3	2	3	2	-5	2	2	-2	-4	-3	0	-5	4	0	-1	1	0	-3	-5	4	0	-4	2	3	2	5	0	-3	1	-4	3	-2	-4	-2	-1	-3	-5	-2	-5	1	-3	-2	3	-5	1	-4	-5	4	-1	5	1	0	-2	-1	3	3	-4	-2	-3	0	5	-1	3	2	-3	5	5	2	0	-2	4	0	-5	-3	2	-3	-3	2	5	0	0
men's ties	0	3	3	1	1	1	-2	-2	2	-3	-1	4	-5	2	2	-3	-3	-2	5	-2	3	-3	5	2	2	-2	1	-3	0	5	-5	4	-4	0	5	1	2	-5	4	-5	2	5	0	3	1	-2	5	-3	-1	-4	1	-1	-3	-3	4	-5	5	3	-1	4	3	2	-2	4	-2	5	-3	-2	2	4	0	-2	0	3	1	-4	-2	-1	-2	0	-3	-2	-5	-5	2	-3	2	2	3	-3	-2	3	-3	-4	-1	-3	1	3	5	1	1	3	-2	0	5	-3	-3	-1	1	0	2	3	0	-2	-3	-4	-2	1	-5	2	-1	-2	3	2	-1	-5	-3	0	-3	3	1	2	-3	3	-1	0	-1	-3	-4	4	-3	-3	-2	4	-3	-3	1	-5	-2	-4	3	-2	-1	5	4	1	2	-1	-5	-4	-1	-5	2	4	-2	1	1	-5	4	1	-2	-5	-4	1	-3	-2	-1	-3	-4	4	2	-3	0	-3	5	4	2	5	-1	-4	3	-2	5	-1	5	-4	0	0	5	3	-1	-5	5	-1	-2	-5	-1	0	5	-1	-3	-5	3	3	-1	2	4	-2	-4	0	0	5	-4	-1	-2	-4	5	3	-4	-1	-3	3	-2	0	4	-3	4	-1	0	-1	0	-3	-1	1	1	3	-2	2	3	-5	1
men's dress shirts	0	1	-3	3	-2	-4	-5	-5	-1	-4	0	5	-3	0	0	0	1	-2	2	1	3	3	2	-1	4	3	1	-5	2	3	2	5	1	-4	-4	-1	0	-4	-2	2	2	3	5	1	1	-5	-3	-2	-4	-4	4	1	5	5	1	0	2	-1	-3	-3	-2	-1	2	-4	-4	-3	-3	2	3	2	-4	-1	-5	-4	1	-1	-3	0	0	-4	3	4	1	1	-3	-4	5	-1	-5	3	0	0	-3	-3	4	4	4	0	-1	-5	-4	5	-4	5	4	-1	4	2	3	-2	-2	2	-4	-1	-2	-5	1	5	-1	-2	-5	-5	2	4	-3	-5	-4	-4	5	-3	-4	1	5	-2	-5	-3	-1	-1	-5	1	-5	-4	2	4	2	-5	-1	-4	2	-1	0	-4	-1	0	3	-1	2	5	-5	2	-4	0	5	-5	-4	1	-3	0	5	-3	-3	1	-4	0	-1	5	5	5	-4	-1	5	-5	0	5	3	-4	-1	2	-2	-3	4	4	4	-2	-4	-3	2	4	0	-1	-4	0	0	-4	-3	-2	-3	0	3	5	-3	3	-4	1	-5	2	2	4	1	-2	4	4	-3	-5	-4	1	3	-2	-2	-3	-4	0	-4	-5	2	-3	-5	-2	-3	0	-2	1	1	-1	3	5	0	-3	4	-4	-1
men's dress slacks	0	-4	4	4	-2	3	-4	1	-3	5	-1	5	-1	-4	1	-1	-1	3	-3	-3	-3	-5	3	1	-4	-3	5	3	5	-5	5	3	5	0	1	-1	1	5	-2	4	-3	2	-2	5	-5	-3	-1	5	-1	4	3	1	-4	5	4	-1	0	-2	2	4	3	0	2	-3	-1	-2	5	-3	-2	-2	-4	0	1	-5	-1	3	2	1	-3	1	5	0	2	-4	2	-4	0	-4	-3	3	5	-5	5	-3	-3	-1	-3	-3	5	3	-4	3	5	0	4	-1	0	5	-5	0	-2	-2	5	-5	-2	-1	-5	-1	-5	-5	-2	-1	5	1	4	4	-5	5	-4	-2	1	-3	0	0	0	-2	5	-5	-1	1	2	-2	3	-2	-3	1	-2	-4	4	2	1	-5	1	0	4	3	4	0	-5	1	4	-3	-5	-2	-1	0	-1	0	-1	1	0	-2	-4	4	0	-3	5	1	-3	5	-2	-2	1	-2	4	2	3	0	5	-4	2	2	0	1	0	0	2	3	-2	2	5	-3	-1	5	-5	-1	1	-5	-5	-3	-5	3	3	-1	-5	-2	4	-4	-5	1	0	-4	0	1	-1	4	-1	2	-3	3	-4	2	1	0	-2	-1	2	5	4	-3	0	1	4	1	-2	2	1	-4	-4	5	-5
men's coats	0	-1	-4	5	5	-5	-5	-2	-4	-3	-2	-1	0	-5	-3	-5	-3	-3	1	-1	1	1	0	2	2	0	3	2	4	1	3	3	-3	-2	3	-4	-3	5	0	-4	2	5	1	2	5	-5	5	-2	-4	-3	0	3	3	2	-1	1	2	-5	5	0	-4	-4	-2	-3	0	0	0	0	4	0	-4	-2	5	-1	4	-1	-3	0	4	3	-4	1	3	5	1	5	1	2	2	0	-2	-3	5	3	-4	-3	1	-5	2	-1	-3	5	-3	1	0	4	-1	-4	-2	-5	2	1	-4	1	5	0	2	-2	-5	-4	-5	0	-1	-2	2	5	5	0	5	1	5	0	-2	1	-2	-1	-4	-3	-4	3	-4	-4	-2	4	-1	1	1	1	-2	4	1	2	5	0	-2	5	2	1	3	-2	1	4	-2	5	-4	-3	1	3	-4	4	-5	3	-4	-1	-1	-4	-2	0	-2	-3	-4	3	-5	2	1	-4	-2	2	-5	-3	-1	4	-5	-4	-1	2	-4	-2	0	-1	1	-3	1	-4	-5	4	2	-4	1	3	-3	1	5	2	-3	-1	-3	-2	-5	0	2	1	1	-1	4	-4	5	-4	3	5	4	1	0	1	-2	-4	2	0	-3	3	-2	3	-1	4	0	4	1	2	4	-1	-2
men's shorts	0	-4	5	-2	4	-2	2	1	5	3	4	-4	2	5	-4	0	-2	5	-3	3	-3	-1	3	0	-1	-4	3	-5	-3	0	5	0	-2	3	-1	-4	-1	4	-3	1	5	-1	-4	-5	4	-3	5	0	5	-2	5	0	2	5	4	5	1	-3	-5	0	-4	5	-1	3	-1	3	2	-5	4	3	-1	4	-2	-1	2	-2	1	4	-1	-1	-2	-5	4	5	3	1	0	1	5	-1	-1	-4	-5	1	5	-1	1	-3	-1	-5	0	5	-4	-2	-4	1	-5	5	-2	2	3	2	-1	-5	-3	-3	-1	-5	-2	-5	-2	-2	2	-4	-5	-3	-3	0	-1	0	3	3	2	4	-4	2	-1	-1	3	-5	4	5	-5	-3	-5	-1	-3	0	-1	-4	0	-4	-1	-1	3	0	-2	-4	0	3	-2	-4	-5	3	0	-4	-3	-4	-1	-2	5	2	-4	-1	-4	-2	-2	5	-2	3	4	0	1	-3	5	-4	-2	-4	0	-2	-2	4	5	-2	1	0	0	2	-3	-3	-5	0	2	5	-4	4	3	1	5	-1	-1	3	5	0	-3	-4	1	-5	-4	-1	-3	-3	1	2	0	-4	-1	1	0	-3	0	-4	-5	0	3	-2	5	1	-2	-4	3	2	4	4	-4	1	0	5	1	-2	-2
men's sweaters	0	0	-3	4	0	4	1	-4	1	-2	0	-3	4	3	-3	-4	0	0	-5	3	4	-5	1	4	-4	-1	5	5	1	-5	-3	0	0	2	-5	4	5	-3	-4	-3	-1	-3	3	0	-1	-5	4	-3	3	0	2	-3	-4	5	-5	-4	-4	1	3	4	-3	2	1	5	-1	5	2	4	1	-1	4	-4	1	1	1	0	2	0	3	1	3	-3	4	-3	-3	-1	-5	0	2	-2	-1	0	1	3	5	-5	1	-4	-5	-4	-3	2	4	1	0	1	4	-5	2	-2	5	2	5	2	0	-5	-2	-5	-1	0	-2	1	-3	3	-1	2	0	-5	0	1	-5	4	-3	0	4	1	-1	3	1	4	3	-4	-5	1	2	-4	-2	1	-2	2	2	-2	3	1	5	-4	-3	3	4	-5	-4	5	-4	5	-5	2	4	-5	-1	0	-5	-2	1	0	2	-5	-2	0	-2	-1	4	-2	-1	1	-1	5	4	-2	-5	4	3	0	-4	2	-3	2	0	-4	-1	-3	2	1	5	5	-5	0	3	3	5	3	2	3	-2	-2	-2	2	2	-5	5	-5	2	1	-1	3	-2	-1	-4	2	-2	-5	-1	5	0	-1	1	-2	0	4	-1	3	5	5	5	3	-3	3	-4	-5	1	2	1
men's jeans	0	0	-4	2	1	1	5	-4	-1	4	5	-4	-5	3	5	1	5	1	-5	2	0	-2	2	-5	-4	3	0	-1	3	-2	-4	0	-1	-2	2	2	-2	-2	-2	2	-2	2	-2	-4	-1	4	4	-1	5	2	5	1	1	1	-4	-1	-2	-2	-1	-4	2	-3	-1	-5	1	4	-3	-1	-2	-5	1	-5	2	5	-1	-1	-4	-1	4	-2	4	5	4	-1	-2	-2	0	2	2	-2	3	0	-5	-2	4	0	-5	-1	-3	1	-2	-1	-4	-3	-5	-3	1	0	-1	0	-5	-4	-1	-3	-2	2	3	2	5	-1	2	-3	1	-2	0	-3	-5	-3	-1	4	-4	-1	1	2	-3	-4	-1	2	-3	-5	-5	-1	-2	5	4	-5	5	2	-4	-4	-1	-1	-4	-5	-2	-2	0	-4	-2	5	2	5	-5	0	2	-3	2	-1	4	4	3	4	0	-2	2	5	2	-4	1	2	-4	-2	5	5	2	-2	1	0	-1	-5	-4	3	-4	-5	3	-5	5	1	-3	5	0	5	-2	0	5	-2	-3	-2	-3	0	1	1	-1	2	3	5	-3	3	4	5	5	5	-1	-1	4	1	-2	5	-4	0	3	-2	-4	-1	-5	-2	-2	2	4	4	4	-5	-2	3	2	-4	3	2	5	-2	5
men's t-shirts	0	-1	-1	2	-4	2	0	-2	-1	3	2	-3	2	5	5	-4	4	4	-3	4	0	0	-1	-3	0	1	-1	-4	4	-5	2	-3	3	2	2	2	-4	2	1	3	-1	1	1	-5	-4	1	5	4	-3	3	-3	-4	-4	-2	-3	-5	4	-4	0	4	3	-2	-3	-4	-3	-3	-1	5	-3	5	-1	-2	-5	-2	-4	3	0	-4	-5	1	-1	0	-4	-4	0	1	0	5	5	4	0	2	-2	-4	3	1	-2	2	3	-5	-5	3	-2	4	3	3	-4	3	-1	2	-4	1	-5	1	2	3	2	4	1	-2	-4	3	-2	-1	-5	-4	0	3	0	4	-3	3	-1	0	2	2	3	-1	2	5	-5	-2	-5	1	5	-3	4	0	-2	-5	2	2	0	4	2	2	3	-2	1	-1	3	3	-4	-2	-5	4	-4	-3	-2	-5	4	1	2	-4	0	-4	0	-4	-5	-3	-2	-3	-3	5	3	2	1	3	1	-5	-5	0	-5	3	-5	4	0	-3	-2	-2	0	-4	2	5	-4	-1	1	-2	-2	0	-3	1	0	-4	5	-2	-1	-4	4	1	5	-1	-2	-5	0	-1	-3	5	-1	5	-2	0	4	-3	-1	1	0	4	4	-4	-5	2	3	0	5	-4	5	2	-3	-4	-3
men's outdoor jackets	0	-2	2	-1	1	4	5	-5	-1	5	-1	-3	1	-3	3	4	-3	2	-5	4	4	0	3	-4	0	0	-3	-1	-5	-2	3	-1	-5	-4	5	5	-5	3	-5	2	-1	4	4	-2	-4	0	-1	-2	-1	-2	0	5	1	4	4	-5	1	4	-3	-5	-5	5	-4	-5	2	-1	1	0	3	-2	-3	-1	-4	3	5	0	-2	-4	5	0	1	4	4	5	0	-1	-5	-3	5	0	-3	4	5	3	-1	-2	3	3	3	1	4	4	3	-5	0	0	-4	-1	0	0	-2	-3	-4	0	4	-5	-1	-3	4	2	-5	-1	0	-5	0	1	2	4	4	4	-4	-5	1	-1	4	5	5	4	-3	5	-3	-4	-2	0	-1	5	-5	2	5	1	-2	-2	-2	-5	1	-3	5	5	2	2	2	-2	-2	-3	3	-4	-4	-3	-4	-4	-1	-3	1	1	-2	1	1	-2	3	5	-2	-5	5	-1	5	-5	5	-1	2	0	-4	3	-4	5	5	0	-4	5	-3	-5	5	3	5	-1	2	-3	4	-2	5	-2	4	5	3	3	1	1	2	4	1	4	5	1	5	-1	-1	0	2	3	2	-2	0	1	5	3	2	-4	0	-4	-1	1	-2	-2	4	-1	2	4	4	4	5	3	-1
women's office wear	0	1	-2	-3	4	-2	5	0	0	-2	4	0	1	2	5	-4	3	-3	5	1	3	-3	-2	-5	-3	-4	-4	4	0	-1	3	-4	3	4	-5	-5	1	2	0	-3	0	-4	-1	-1	5	2	-1	0	-2	5	3	0	0	-3	5	-3	1	0	1	-5	-5	-3	-4	-2	5	5	2	-5	-1	5	-5	1	3	2	4	0	1	-5	-1	0	2	2	-1	2	0	0	-5	-1	-2	5	-3	5	-1	-2	-3	4	-4	-2	-4	-4	-5	0	5	-4	-3	-1	-4	2	-3	-3	1	-5	0	3	4	0	-5	-5	4	5	-3	2	-3	-4	1	-4	-3	0	4	1	-3	3	-1	1	4	5	1	-4	-1	-4	2	-2	-4	-2	5	1	0	-5	5	1	0	2	1	-5	4	0	-5	1	4	-5	2	-5	5	0	2	0	4	-3	1	-4	0	5	-3	-1	4	-3	-3	4	1	-5	1	-4	-4	-1	3	-4	-5	2	-4	-3	5	5	1	4	-2	4	-1	-1	-1	0	2	1	1	-3	5	4	-4	1	5	2	5	0	2	2	3	2	0	-4	-2	1	-3	0	-1	1	-1	3	0	2	0	-1	-4	1	-3	-5	2	-1	3	3	3	2	-3	-4	1	-4	0	-5	-1	-2	-1	2	-2
women's suits	0	3	-1	4	-1	1	3	-2	-2	0	5	-1	-3	-5	4	0	0	5	0	-5	-4	2	-5	0	2	2	-1	-4	3	4	-2	4	1	2	1	-4	-3	4	-2	-4	-2	-4	2	-1	1	-5	3	3	2	4	-4	-4	1	1	-1	-2	0	5	0	-4	3	1	-3	-4	1	-3	-1	0	-5	2	5	5	-5	-4	-4	-1	-5	-5	0	-2	1	-5	5	-3	2	-2	4	0	4	-4	-1	5	2	-3	4	-4	3	-5	-2	-3	-4	-3	-4	5	3	-4	-2	5	2	-1	-1	-3	5	-5	-5	3	-3	-4	-5	5	-3	0	-5	0	2	-3	-1	4	5	4	2	1	-4	4	1	-4	3	5	-4	-2	0	3	-4	-1	4	-1	-4	0	-3	2	5	4	-3	-5	-1	-2	1	3	0	1	0	-3	3	5	-1	4	-5	0	0	4	1	1	1	-4	-3	4	-2	2	-2	2	-5	-5	1	2	-2	-1	2	-4	-2	2	-1	-4	-1	-3	0	-5	-2	2	-1	4	-1	-2	-5	-4	-5	5	4	2	-3	2	-2	4	2	2	2	1	-2	-4	5	-2	-5	-3	2	5	-2	-3	-1	5	0	5	-5	-4	5	3	-3	-5	5	0	3	-3	3	4	0	-2	4	0	0	3	-3	1	-4
women's evening dresses	0	3	3	-2	-4	5	-5	1	4	3	-3	-4	5	3	4	4	-3	2	-4	-1	-3	-3	-5	-2	-3	-3	5	-4	5	5	2	3	-5	4	-3	2	3	1	4	2	-3	0	0	5	-5	5	5	3	2	-1	4	-2	-5	-4	-5	0	2	5	-2	-4	-3	-5	-4	1	1	4	-3	-2	3	-2	1	-5	-1	3	4	0	2	-2	5	2	5	-5	-1	-5	2	-1	0	5	-2	1	-1	-1	-5	2	-4	0	-1	0	-3	-5	-5	4	-4	2	-4	-5	-4	-5	-1	4	0	4	3	-3	4	-4	0	-4	5	0	0	-5	-3	3	4	0	4	-1	0	-1	-3	2	5	1	0	5	0	-3	-1	-2	4	3	-4	-3	-5	1	-1	-3	0	-2	3	-2	5	2	0	3	-4	1	-1	-5	-3	3	-3	-1	5	0	-1	-1	-3	-1	5	3	-2	4	-2	-4	3	4	-2	-3	2	-1	-5	4	5	-4	1	0	-3	-1	-2	4	4	1	-3	-5	-1	0	-2	-5	2	-2	4	2	4	4	5	-4	0	-1	1	4	-3	4	-5	-4	-1	-2	-1	-5	-3	0	3	2	1	5	1	1	5	-2	-1	-1	0	-2	3	-1	1	5	1	-4	4	-5	0	-1	-1	-3	-3	-5	4	-3	-4
women's gowns	0	-5	-4	-2	-3	4	0	4	-2	-3	1	1	0	0	-5	-2	-5	-2	3	-1	1	-4	0	-1	1	-2	-3	3	2	4	-2	-2	-2	1	-1	-1	4	-4	-5	3	-3	-5	-4	5	1	2	4	5	4	1	0	4	-3	3	-2	5	-5	-4	4	-5	5	-3	-3	-4	-4	5	3	-5	-4	2	-4	-3	0	0	-1	-3	-5	-2	1	1	-5	-1	-5	4	2	0	-5	0	-1	3	-4	2	-4	-2	-2	-1	-4	-2	-3	2	-5	4	5	-3	5	4	4	0	0	-2	-3	-4	3	1	0	-3	-3	5	-4	5	-1	0	-1	0	4	4	5	0	2	2	-4	3	-5	-4	-5	2	2	3	1	-2	-2	2	-1	-4	1	1	-5	3	2	4	-5	-4	-2	-1	-4	1	-1	3	-4	0	-5	0	-5	0	0	5	3	3	2	4	-3	2	-4	-5	-3	2	-3	2	0	4	-3	3	-4	-2	-4	-2	3	-1	5	-3	-5	0	5	5	2	5	0	-5	3	-5	-4	-4	5	2	-4	-3	0	4	0	-4	-2	-5	5	1	1	4	-5	0	4	-2	5	-5	-5	5	3	3	0	-4	-2	0	5	1	1	1	3	-3	-5	-5	-1	0	-5	-2	5	5	3	4	-1	-5	-2	-5	0
women's blazers	0	-1	4	4	5	-1	3	-1	-3	2	-4	-1	4	-3	2	-5	-1	2	-4	-1	0	3	-4	-3	3	0	4	1	-4	-5	5	1	-5	-3	-4	2	-4	5	3	-5	-5	1	5	-1	-4	4	3	3	-2	1	-4	3	3	4	-4	0	1	-1	0	2	-4	-3	-2	-1	5	-1	-3	-2	2	1	0	-2	-2	-1	0	-1	-1	0	-3	-5	-3	4	1	1	-5	-2	-1	-1	5	-1	1	4	-1	1	-5	-3	1	3	3	0	3	-3	4	-3	-2	4	4	2	-1	-2	2	-4	0	0	0	-4	3	-3	-2	1	0	1	4	4	4	1	4	-1	2	2	-3	4	-5	4	4	2	3	3	-5	-1	-1	-2	-3	3	2	5	2	3	3	1	-5	-5	4	2	5	-2	-1	5	-2	-2	-5	-3	2	-4	4	-5	-5	4	-5	-1	1	-3	-5	4	-1	1	-2	-5	3	0	1	3	0	-3	1	0	4	3	0	-3	-3	2	-1	3	2	-1	-2	2	-3	1	-5	5	1	1	0	3	-1	2	2	-2	-2	4	4	4	-1	4	2	1	2	1	5	-5	-2	1	-5	2	0	0	-3	-3	3	3	1	4	1	-5	-1	-4	-2	3	-2	5	3	4	5	0	-5	1	1	0	-1
